title,open_date,quarter,n_aud,n_screen,n_show,distributor,director,actor,score,genre,actor_power,genre_power,distributor_power
명량,2014.7.30,3,17613682 ,1587 ,188611 ,씨제이,김한민,"최민식, 류승룡, 조진웅",9 ,"액션, 드라마",179773779 ,859312808 ,332822481 
극한직업,2019.1.23,1,16265618 ,2003 ,292584 ,씨제이,이병헌,"류승룡, 이하늬, 진선규, 이동휘, 공명",9 ,코미디,165889768 ,210105867 ,332822481 
신과함께-죄와 벌,2017.12.20,4,14411502 ,3556 ,213262 ,롯데,김용화,"하정우, 차태현, 주지훈, 김향기, 김동욱, 마동석",8 ,"판타지, 드라마",299109749 ,596448092 ,159188751 
베테랑,2015.8.5,3,13414009 ,1115 ,199231 ,씨제이,류승완,"황정민, 유아인, 유해진, 오달수",9 ,"액션, 드라마",257871299 ,859312808 ,332822481 
도둑들,2012.7.25,3,12983178 ,1091 ,155392 ,쇼박스,최동훈,"김윤석, 김혜수, 이정재, 전지현, 임달화, 김해숙, 오달수, 김수현, 이신제, 증국상",8 ,"범죄, 액션, 드라마",327498480 ,1011969988 ,194689255 
7번방의 선물,2013.1.23,1,12811206 ,866 ,166815 ,넥스트,이환경,"류승룡, 박신혜, 갈소원, 오달수, 박원상, 김정태, 정만식, 김기천",9 ,코미디,265354515 ,210105867 ,160156018 
암살,2015.7.22,3,12705700 ,1519 ,175185 ,쇼박스,최동훈,"전지현, 이정재, 하정우",9 ,"액션, 드라마",178491537 ,859312808 ,194689255 
"광해, 왕이 된 남자",2012.9.13,3,12319390 ,1001 ,203400 ,씨제이,추창민,"이병헌, 류승룡, 한효주",9 ,드라마,153939111 ,554968598 ,332822481 
신과함께-인과 연,2018.8.1,3,12274996 ,2235 ,179981 ,롯데,김용화,"하정우, 주지훈, 김향기, 마동석, 김동욱",8 ,"판타지, 드라마",276018796 ,596448092 ,159188751 
택시운전사,2017.8.2,3,12186327 ,1906 ,184075 ,쇼박스,장훈,"송강호, 토마스 크레취만, 유해진, 류준열",9 ,"드라마, 가족",185920416 ,574799555 ,194689255 
부산행,2016.7.20,3,11565479 ,1788 ,151315 ,넥스트,연상호,"공유, 정유미, 마동석, 김수안, 김의성, 최우식, 안소희",8 ,"액션, 스릴러",198609535 ,408614846 ,160156018 
변호인,2013.12.18,4,11374618 ,1848 ,152267 ,넥스트,양우석,"송강호, 김영애, 오달수, 곽도원, 임시완",9 ,드라마,224110062 ,554968598 ,160156018 
기생충,2019.5.30,2,10085275 ,1948 ,192855 ,씨제이,봉준호,"송강호, 이선균, 조여정, 최우식, 박소담, 이정은, 장혜진",8 ,드라마,171576056 ,554968598 ,332822481 
검사외전,2016.2.3,1,9707581 ,1812 ,153532 ,쇼박스,이일형,"황정민, 강동원",8 ,"범죄, 코미디",101660342 ,362763047 ,194689255 
엑시트,2019.7.31,3,9426011 ,1660 ,202223 ,씨제이,이상근,"조정석, 윤아",8 ,"액션, 코미디",42649551 ,514450077 ,332822481 
설국열차,2013.8.1,3,9349993 ,1128 ,124823 ,씨제이,봉준호,"크리스 에반스, 송강호, 에드 해리스, 존 허트, 틸다 스윈튼, 제이미 벨, 옥타비아 스펜서, 이완 브렘너, 알리슨 필, 고아성",8 ,"SF, 액션, 드라마",160368317 ,872004342 ,332822481 
관상,2013.9.11,3,9134581 ,1240 ,125073 ,쇼박스,한재림,"송강호, 이정재, 백윤식, 조정석, 이종석, 김혜수",8 ,드라마,220104045 ,554968598 ,194689255 
해적: 바다로 간 산적,2014.8.6,3,8666046 ,910 ,133350 ,롯데,이석훈,"김남길, 손예진",8 ,"모험, 액션",45865256 ,340273965 ,159188751 
수상한 그녀,2014.1.22,1,8657982 ,1027 ,136975 ,씨제이,황동혁,"심은경, 나문희, 박인환, 성동일, 이진욱",9 ,"코미디, 드라마",89578467 ,765074465 ,332822481 
공조,2017.1.18,1,7817618 ,1392 ,142989 ,씨제이,김성훈,"현빈, 유해진, 김주혁",8 ,액션,105910143 ,304344210 ,332822481 
히말라야,2015.12.16,4,7759761 ,2050 ,142715 ,씨제이,이석훈,"황정민, 정우",8 ,드라마,82475815 ,554968598 ,332822481 
밀정,2016.9.7,3,7500420 ,1444 ,138161 ,기타,김지운,"송강호, 공유",8 ,액션,102817122 ,304344210 ,120697397 
최종병기 활,2011.8.10,3,7470633 ,615 ,130054 ,롯데,김한민,"박해일, 류승룡, 김무열, 문채원",8 ,"액션, 전쟁",140849109 ,326390939 ,159188751 
써니,2011.5.4,2,7362657 ,546 ,149135 ,씨제이,강형철,"유호정, 심은경, 강소라, 고수희, 김민영, 홍진희, 박진주, 이연경, 남보라, 김보미, 민효린",9 ,"코미디, 드라마",106523954 ,765074465 ,332822481 
1987,2017.12.27,4,7232387 ,2421 ,138226 ,씨제이,장준환,"김윤석, 하정우, 유해진, 김태리, 박희순, 이희준",9 ,드라마,261853289 ,554968598 ,332822481 
베를린,2013.1.30,1,7166290 ,894 ,111744 ,씨제이,류승완,"하정우, 한석규, 류승범, 전지현, 이경영",8 ,"액션, 드라마",169663056 ,859312808 ,332822481 
마스터,2016.12.21,4,7150586 ,2746 ,126927 ,씨제이,조의석,"이병헌, 강동원, 김우빈, 엄지원, 오달수, 진경",8 ,"액션, 범죄",204603049 ,457001390 ,332822481 
터널,2016.8.10,3,7120508 ,1105 ,113201 ,쇼박스,김성훈,"하정우, 배두나, 오달수",8 ,드라마,193887644 ,554968598 ,194689255 
내부자들,2015.11.19,4,7055332 ,1129 ,152265 ,쇼박스,우민호,"이병헌, 조승우, 백윤식",9 ,"범죄, 드라마",78513367 ,707625778 ,194689255 
인천상륙작전,2016.7.27,3,7049643 ,1049 ,97019 ,씨제이,이재한,"이정재, 이범수, 리암 니슨, 진세연",8 ,"전쟁, 드라마",83235667 ,577015327 ,332822481 
럭키,2016.10.13,4,6975290 ,1234 ,155977 ,쇼박스,이계벽,"유해진, 이준, 조윤희, 임지연",8 ,코미디,95832175 ,210105867 ,194689255 
은밀하게 위대하게,2013.6.5,2,6959083 ,1341 ,117461 ,쇼박스,장철수,"김수현, 박기웅, 이현우, 손현주",7 ,"액션, 드라마, 코미디",61805041 ,1069418675 ,194689255 
곡성,2016.5.12,2,6879908 ,1485 ,130322 ,기타,나홍진,"곽도원, 황정민, 쿠니무라 준, 천우희, 김환희",8 ,"미스터리, 스릴러, 드라마",126545114 ,698477293 ,120697397 
범죄도시,2017.10.3,4,6879841 ,1315 ,149334 ,기타,강윤성,"마동석, 윤계상",9 ,액션,88986071 ,304344210 ,120697397 
늑대소년,2012.10.31,4,6654390 ,854 ,109069 ,씨제이,조성희,"송중기, 박보영",9 ,"멜로/로맨스, 드라마, 판타지",27628409 ,666640645 ,332822481 
군함도,2017.7.26,3,6592151 ,2027 ,108775 ,씨제이,류승완,"황정민, 소지섭, 송중기, 이정현, 김수안",5 ,"액션, 드라마",121733567 ,859312808 ,332822481 
백두산,2019.12.19,4,6290773 ,1971 ,99916 ,씨제이,이해준,"이병헌, 하정우, 마동석, 전혜진, 수지",6 ,"드라마, 액션",237974377 ,859312808 ,332822481 
사도,2015.9.16,3,6246849 ,1210 ,124246 ,쇼박스,이준익,"송강호, 유아인, 문근영",8 ,드라마,108586218 ,554968598 ,194689255 
연평해전,2015.6.24,2,6043784 ,1013 ,114450 ,넥스트,김학순,"김무열, 진구, 이현우",9 ,드라마,49792489 ,554968598 ,160156018 
청년경찰,2017.8.9,3,5653270 ,1102 ,118544 ,롯데,김주환,"박서준, 강하늘",8 ,액션,28704028 ,304344210 ,159188751 
숨바꼭질,2013.8.14,3,5604103 ,779 ,88062 ,넥스트,허정,"손현주, 문정희, 전미선",7 ,스릴러,39931356 ,104270636 ,160156018 
덕혜옹주,2016.8.3,3,5599229 ,964 ,97312 ,롯데,허진호,"손예진, 박해일",8 ,"서사, 드라마",53324560 ,560567827 ,159188751 
더 테러 라이브,2013.7.31,3,5584139 ,809 ,93488 ,롯데,김병우,"하정우, 이경영, 전혜진",8 ,"스릴러, 드라마",122019860 ,659239234 ,159188751 
감시자들,2013.7.3,3,5508017 ,949 ,100309 ,넥스트,조의석,"설경구, 정우성, 한효주",8 ,"범죄, 액션, 스릴러",74358547 ,561272026 ,160156018 
검은 사제들,2015.11.5,4,5442128 ,1109 ,131155 ,씨제이,장재현,"김윤석, 강동원",8 ,"미스터리, 드라마",81563634 ,594206657 ,332822481 
안시성,2018.9.19,3,5440186 ,1540 ,110439 ,넥스트,김광식,"조인성, 남주혁, 박성웅",8 ,액션,32618224 ,304344210 ,160156018 
국제시장,2014.12.17,4,5345677 ,966 ,63603 ,씨제이,윤제균,"황정민, 김윤진, 오달수, 정진영",9 ,드라마,184088902 ,554968598 ,332822481 
더 킹,2017.1.18,1,5317693 ,1310 ,107983 ,넥스트,한재림,"조인성, 정우성, 배성우, 김아중, 류준열",8 ,"범죄, 드라마",98183218 ,707625778 ,160156018 
완득이,2011.10.20,4,5309928 ,629 ,117763 ,씨제이,이한,"김윤석, 유아인",9 ,드라마,81371160 ,554968598 ,332822481 
완벽한 타인,2018.10.31,4,5293435 ,1325 ,143055 ,롯데,이재규,"유해진, 조진웅, 이서진, 염정아, 김지수, 송하윤, 윤경호",9 ,"드라마, 코미디",165671960 ,765074465 ,159188751 
타워,2012.12.25,4,5181014 ,1255 ,81147 ,씨제이,김지훈,"설경구, 손예진, 김상경",8 ,드라마,59598294 ,554968598 ,332822481 
독전,2018.5.22,2,5063684 ,1532 ,140007 ,넥스트,이해영,"조진웅, 류준열, 김주혁, 김성령, 박해준",8 ,"범죄, 액션",133788052 ,457001390 ,160156018 
공작,2018.8.8,3,4974520 ,1317 ,99001 ,씨제이,윤종빈,"황정민, 이성민, 조진웅, 주지훈",7 ,드라마,190194969 ,554968598 ,332822481 
바람과 함께 사라지다,2012.8.8,3,4909937 ,694 ,78591 ,넥스트,김주호,"차태현, 오지호, 민효린, 성동일, 신정근, 고창석",8 ,"코미디, 액션",101495066 ,514450077 ,160156018 
봉오동 전투,2019.8.7,3,4787538 ,1476 ,107030 ,쇼박스,원신연,"유해진, 류준열, 조우진",8 ,"액션, 드라마",114624019 ,859312808 ,194689255 
조선명탐정 : 각시투구꽃의 비밀,2011.1.27,1,4786259 ,634 ,84189 ,쇼박스,김석윤,"김명민, 오달수, 한지민",8 ,"코미디, 미스터리",122575772 ,249343926 ,194689255 
군도: 민란의 시대,2014.7.23,3,4774931 ,1394 ,67237 ,쇼박스,윤종빈,"하정우, 강동원",7 ,액션,126164476 ,304344210 ,194689255 
범죄와의 전쟁: 나쁜놈들 전성시대,2012.2.2,1,4719872 ,713 ,91889 ,쇼박스,윤종빈,"최민식, 하정우",9 ,"범죄, 드라마",128469734 ,707625778 ,194689255 
신세계,2013.2.21,1,4682492 ,671 ,90580 ,넥스트,박훈정,"이정재, 최민식, 황정민",9 ,"범죄, 드라마",154934651 ,707625778 ,160156018 
도가니,2011.9.22,3,4662822 ,756 ,88337 ,씨제이,황동혁,"공유, 정유미",9 ,드라마,51903546 ,554968598 ,332822481 
내 아내의 모든 것,2012.5.17,2,4598821 ,563 ,91773 ,넥스트,민규동,"임수정, 이선균, 류승룡",9 ,"멜로/로맨스, 코미디",116097100 ,280298420 ,160156018 
판도라,2016.12.7,4,4584800 ,1760 ,100270 ,넥스트,박정우,"김남길, 김주현, 정진영, 김영애, 문정희, 김대명",8 ,"드라마, 스릴러",81908011 ,659239234 ,160156018 
나쁜 녀석들: 더 무비,2019.9.11,3,4573902 ,1511 ,113938 ,씨제이,손용호,"마동석, 김상중, 김아중, 장기용",6 ,"범죄, 액션",98864462 ,457001390 ,332822481 
연가시,2012.7.5,3,4515833 ,759 ,71928 ,씨제이,박정우,"김명민, 문정희, 김동완, 이하늬",7 ,"드라마, 모험",74005218 ,590898353 ,332822481 
강철비,2017.12.14,4,4452740 ,2028 ,80358 ,넥스트,양우석,"정우성, 곽도원",8 ,"액션, 드라마",57628583 ,859312808 ,160156018 
아가씨,2016.6.1,2,4287839 ,1171 ,90365 ,씨제이,박찬욱,"김민희, 김태리, 하정우, 조진웅",7 ,"스릴러, 드라마",180173708 ,659239234 ,332822481 
용의자,2013.12.24,4,4131338 ,1425 ,69124 ,쇼박스,원신연,"공유, 박희순, 조성하, 유다인, 김성균, 조재윤",8 ,"액션, 드라마",95401146 ,859312808 ,194689255 
건축학개론,2012.3.22,1,4111068 ,593 ,106067 ,롯데,이용주,"엄태웅, 한가인, 이제훈, 수지",9 ,멜로/로맨스,37539663 ,70192553 ,159188751 
댄싱퀸,2012.1.18,1,4058225 ,544 ,80987 ,씨제이,이석훈,"황정민, 엄정화",9 ,"코미디, 드라마",78330177 ,765074465 ,332822481 
꾼,2017.11.22,4,4018035 ,1314 ,117398 ,쇼박스,장창원,"현빈, 유지태, 배성우, 박성웅, 나나, 안세하",8 ,범죄,69971813 ,152657180 ,194689255 
타짜-신의 손,2014.9.3,3,4015361 ,890 ,80584 ,롯데,강형철,"T.O.P, 신세경, 곽도원, 이하늬",7 ,드라마,73760166 ,554968598 ,159188751 
박수건달,2013.1.9,1,3893216 ,603 ,60585 ,쇼박스,조진규,"박신양, 김정태, 엄지원, 정혜영",8 ,코미디,44499927 ,210105867 ,194689255 
조선명탐정 : 사라진 놉의 딸,2015.2.11,1,3872015 ,825 ,80499 ,쇼박스,김석윤,"김명민, 오달수, 이연희",8 ,"코미디, 모험",116504558 ,246035622 ,194689255 
역린,2014.4.30,2,3849552 ,1054 ,83296 ,롯데,이재규,"현빈, 정재영, 조정석, 조재현, 한지민",7 ,드라마,82373977 ,554968598 ,159188751 
남한산성,2017.10.3,4,3849087 ,1229 ,71101 ,씨제이,황동혁,"이병헌, 김윤석, 박해일, 고수, 박희순",8 ,드라마,154540823 ,554968598 ,332822481 
암수살인,2018.10.3,4,3789321 ,1177 ,126127 ,쇼박스,김태균,"김윤석, 주지훈",8 ,"범죄, 드라마",91631341 ,707625778 ,194689255 
국가부도의 날,2018.11.28,4,3747952 ,1180 ,100804 ,씨제이,최국희,"김혜수, 유아인, 허준호, 조우진, 뱅상 카셀",8 ,드라마,78937774 ,554968598 ,332822481 
82년생 김지영,2019.10.23,4,3678156 ,1486 ,145441 ,롯데,김도영,"정유미, 공유",7 ,드라마,51903546 ,554968598 ,159188751 
귀향,2016.2.24,1,3587173 ,876 ,90286 ,기타,조정래,"박지희, 강하나, 서미지, 홍세나, 김시은, 최리, 정무성, 류신, 임성철, 이승현, 남상지",8 ,드라마,39458903 ,554968598 ,120697397 
신의 한 수,2014.7.3,3,3566852 ,794 ,77109 ,쇼박스,조범구,"정우성, 이범수, 안성기, 김인권, 이시영",8 ,"범죄, 액션",67185672 ,457001390 ,194689255 
부러진 화살,2012.1.18,1,3451025 ,530 ,71560 ,넥스트,정지영,"안성기, 박원상, 나영희, 김지호",9 ,드라마,35389934 ,554968598 ,160156018 
끝까지 간다,2014.5.29,2,3450305 ,645 ,84875 ,쇼박스,김성훈,"이선균, 조진웅",9 ,"범죄, 액션",89783842 ,457001390 ,194689255 
스파이,2013.9.5,3,3435802 ,785 ,72796 ,씨제이,폴 페이그,"제이슨 스타뎀, 로즈 번, 멜리사 맥카시, 앨리슨 제니, 주드 로, 피터 세라피노윅, 미란다 하트",9 ,"코미디, 액션",24050614 ,514450077 ,332822481 
그것만이 내 세상,2018.1.17,1,3419339 ,956 ,95431 ,씨제이,최성현,"이병헌, 윤여정, 박정민",9 ,"코미디, 드라마",62992675 ,765074465 ,332822481 
돈,2019.3.20,1,3389125 ,1431 ,120809 ,쇼박스,박누리,"류준열, 유지태, 조우진",7 ,범죄,57198005 ,152657180 ,194689255 
악인전,2019.5.15,2,3364712 ,1307 ,97351 ,기타,이원태,"마동석, 김무열, 김성규",8 ,"범죄, 액션",102271054 ,457001390 ,120697397 
아이 캔 스피크,2017.9.21,3,3279296 ,1140 ,93012 ,롯데,김현석,"나문희, 이제훈",9 ,드라마,29427897 ,554968598 ,159188751 
마녀,2018.6.27,2,3189091 ,1117 ,90843 ,기타,박훈정,"김다미, 조민수, 박희순, 최우식",8 ,"미스터리, 액션",57794747 ,343582269 ,120697397 
탐정: 리턴즈,2018.6.13,2,3152872 ,1137 ,107907 ,씨제이,이언희,"권상우, 성동일, 이광수",8 ,"코미디, 범죄",45485634 ,362763047 ,332822481 
퀵,2011.7.20,3,3125069 ,514 ,60714 ,씨제이,조범구,"이민기, 강예원, 김인권, 고창석",8 ,액션,46890240 ,304344210 ,332822481 
감기,2013.8.14,3,3117859 ,806 ,55046 ,기타,김성수,"장혁, 수애, 박민하",7 ,"드라마, 모험, 액션",14220431 ,895242563 ,120697397 
스물,2015.3.25,1,3044811 ,926 ,100161 ,넥스트,이병헌,"김우빈, 준호, 강하늘",8 ,"코미디, 드라마",35468879 ,765074465 ,160156018 
오싹한 연애,2011.12.1,4,3009356 ,787 ,62074 ,씨제이,황인호,"손예진, 이민기",9 ,"멜로/로맨스, 공포, 코미디",38548774 ,297862386 ,332822481 
형,2016.11.23,4,2979659 ,993 ,83518 ,씨제이,권수경,"조정석, 디오, 박신혜",8 ,"코미디, 드라마",57474810 ,765074465 ,332822481 
친구 2,2013.11.14,4,2969900 ,968 ,69856 ,롯데,곽경택,"유오성, 주진모, 김우빈",6 ,"느와르, 액션",22661496 ,309386012 ,159188751 
고지전,2011.7.20,3,2945137 ,585 ,53738 ,쇼박스,장훈,"신하균, 고수, 이제훈, 류승수, 고창석, 이다윗, 류승룡, 김옥빈, 조진웅, 정인기, 박영서",9 ,"전쟁, 드라마",224225904 ,577015327 ,194689255 
26년,2012.11.29,4,2940475 ,611 ,50044 ,기타,조근현,"진구, 한혜진, 임슬옹",6 ,액션,19899385 ,304344210 ,120697397 
프리즌,2017.3.23,1,2931897 ,1047 ,89024 ,쇼박스,나현,"한석규, 김래원, 강신일",8 ,"범죄, 액션",28110702 ,457001390 ,194689255 
가장 보통의 연애,2019.10.2,4,2924563 ,1073 ,111527 ,넥스트,김한결,"김래원, 공효진",8 ,멜로/로맨스,20429397 ,70192553 ,160156018 
극비수사,2015.6.18,2,2860786 ,894 ,66211 ,쇼박스,곽경택,"김윤석, 유해진",8 ,"드라마, 범죄",118056364 ,707625778 ,194689255 
표적,2014.4.30,2,2841828 ,716 ,72255 ,씨제이,창감독,"류승룡, 유준상, 이진욱, 김성령, 조여정, 조은지",7 ,"액션, 드라마",134696358 ,859312808 ,332822481 
너의 결혼식,2018.8.22,3,2820969 ,970 ,98193 ,기타,이석근,"박보영, 김영광",8 ,멜로/로맨스,19838026 ,70192553 ,120697397 
말모이,2019.1.9,1,2812877 ,1203 ,87591 ,롯데,엄유나,"유해진, 윤계상",9 ,드라마,79418161 ,554968598 ,159188751 
내가 살인범이다,2012.11.8,4,2729798 ,547 ,58409 ,쇼박스,정병길,"정재영, 박시후",8 ,"액션, 스릴러",14607569 ,408614846 ,194689255 
소원,2013.10.2,4,2711083 ,651 ,72329 ,롯데,이준익,"설경구, 엄지원, 이레",9 ,드라마,40549558 ,554968598 ,159188751 
곤지암,2018.3.28,1,2675575 ,1124 ,88477 ,쇼박스,정범식,"위하준, 박지현, 오아연, 문예원, 박성훈, 이승욱, 유제윤",6 ,"공포, 미스터리",18729025 ,56802025 ,194689255 
살인자의 기억법,2017.9.6,3,2658589 ,1064 ,88686 ,쇼박스,원신연,"설경구, 김남길, 설현, 오달수",8 ,"범죄, 스릴러",128611409 ,256927816 ,194689255 
후궁 : 제왕의 첩,2012.6.6,2,2636320 ,624 ,69104 ,롯데,김대승,"조여정, 김동욱, 김민준",7 ,"멜로/로맨스, 드라마",50112532 ,625161151 ,159188751 
탐정 : 더 비기닝,2015.9.24,3,2625686 ,764 ,54995 ,씨제이,김정훈,"권상우, 성동일",8 ,"코미디, 범죄",38706243 ,362763047 ,332822481 
지금 만나러 갑니다,2018.3.14,1,2602273 ,1191 ,97482 ,롯데,이장훈,"소지섭, 손예진",9 ,멜로/로맨스,40375322 ,70192553 ,159188751 
위험한 상견례,2011.3.31,1,2595625 ,524 ,75068 ,롯데,김진영,"진세연, 홍종현, 신정근, 전수경, 김응수",7 ,"멜로/로맨스, 코미디",29621484 ,280298420 ,159188751 
아수라,2016.9.28,3,2594028 ,1278 ,68040 ,씨제이,김성수,"정우성, 황정민, 주지훈, 곽도원",7 ,"범죄, 액션",169356632 ,457001390 ,332822481 
보안관,2017.5.3,2,2588628 ,1091 ,63709 ,롯데,김형주,"이성민, 조진웅, 김성균",8 ,"범죄, 코미디",99753642 ,362763047 ,159188751 
증인,2019.2.13,1,2534748 ,1047 ,89564 ,롯데,이한,"정우성, 김향기",9 ,드라마,57852327 ,554968598 ,159188751 
시동,2019.12.18,4,2526018 ,1515 ,58603 ,넥스트,최정열,"마동석, 박정민, 정해인, 염정아, 최성은",8 ,드라마,108063833 ,554968598 ,160156018 
목격자,2018.8.15,3,2524720 ,1021 ,71403 ,넥스트,조규장,"이성민, 김상호, 진경, 곽시양",5 ,스릴러,37233266 ,104270636 ,160156018 
조작된 도시,2017.2.9,1,2515501 ,1019 ,62241 ,씨제이,배종,"지창욱, 심은경, 안재홍",8 ,"액션, 범죄",30575131 ,457001390 ,332822481 
블랙머니,2019.11.13,4,2478964 ,1141 ,77469 ,기타,정지영,"조진웅, 이하늬",8 ,"범죄, 드라마",93649342 ,707625778 ,120697397 
반창꼬,2012.12.19,4,2475797 ,847 ,46879 ,넥스트,정기훈,"고수, 한효주",9 ,"드라마, 멜로/로맨스",40128830 ,625161151 ,160156018 
조선명탐정: 흡혈괴마의 비밀,2018.2.8,1,2444136 ,1249 ,74953 ,쇼박스,김석윤,"김명민, 오달수, 김지원",7 ,"모험, 코미디",114433087 ,246035622 ,194689255 
화차,2012.3.8,1,2436438 ,548 ,62643 ,기타,변영주,"이선균, 김민희, 조성하",8 ,미스터리,45035815 ,39238059 ,120697397 
